user,press-0,release-0,press-1,release-1,press-2,release-2,press-3,release-3,press-4,release-4,press-5,release-5,press-6,release-6,press-7,release-7,press-8,release-8,press-9,release-9,press-10,release-10,press-11,release-11,press-12,release-12
25,0,110,253,453,443,535,535,733,679,823,1012,1103,1170,1270,1742,1895,2191,2411,2574,2729,2791,2939,2939,3071,3275,3463
26,0,144,288,400,556,618,712,808,882,968,1132,1232,1286,1352,1559,1608,1738,1827,1828,1968,1968,2093,2194,2248,2396,2600
26,0,122,251,377,410,516,530,657,700,794,967,1059,1183,1305,1316,1410,1479,1581,1623,1722,1769,1860,1954,2026,2147,2268
26,0,147,219,316,352,472,497,624,730,790,929,1024,1121,1233,1283,1401,1454,1592,1593,1728,1777,1872,2069,2088,2232,2352
26,0,138,265,367,530,640,713,800,881,971,1181,1210,1256,1370,1416,1545,1560,1721,1723,1883,1885,1996,2040,2138,2314,2416
26,0,100,197,366,412,518,537,636,644,764,932,1004,1102,1198,1244,1380,1404,1530,1533,1697,1697,1833,1897,1956,2104,2223
26,0,49,186,254,522,639,662,806,897,997,1259,1302,1422,1494,1679,1786,1942,2047,2105,2206,2206,2401,2414,2517,2678,2824
26,0,193,220,337,432,552,553,688,812,918,1024,1239,1259,1328,1492,1592,1672,1784,1928,2041,2088,2214,2304,2424,2568,2721
26,0,96,217,312,463,630,633,690,822,880,1083,1120,1259,1368,1499,1570,1695,1812,1897,2028,2031,2199,2259,2352,2508,2617
27,0,70,228,404,355,421,403,522,564,567,709,845,919,1037,1134,1215,1349,1470,1557,1673,1581,1754,1755,1821,1965,2071
27,0,71,315,457,411,518,556,694,640,727,831,972,1168,1293,1328,1424,1526,1664,1691,1919,1807,1953,1920,1999,2137,2231
27,0,180,257,425,352,480,461,555,559,640,785,883,1052,1112,1360,1448,1569,1705,1731,1848,1849,1992,1950,1993,2161,2325
27,0,70,183,380,303,425,336,471,447,536,782,804,937,998,1199,1295,1400,1554,1554,1687,1631,1808,1751,1809,1935,2074
27,0,120,207,367,305,423,390,514,512,557,689,808,874,957,995,1072,1225,1312,1307,1499,1377,1520,1500,1577,1738,1836
27,0,77,216,410,383,456,384,583,583,643,808,928,1314,1400,1401,1520,1608,1804,1805,1921,1922,2108,1944,2113,2167,2292
27,0,97,298,346,310,400,346,467,467,586,703,838,866,958,1036,1066,1175,1271,1295,1474,1425,1569,1515,1576,1719,1840
27,0,73,225,389,305,454,391,497,497,569,713,832,874,1076,1079,1113,1212,1329,1330,1480,1479,1591,1549,1622,1827,1889
28,0,59,217,270,430,478,663,830,796,884,999,1131,1160,1270,1663,1795,2063,2110,2206,2303,2409,2425,2558,2696,2805,2894
28,0,48,265,384,440,483,744,929,904,1029,1304,1429,1497,1573,1688,1812,2048,2088,2161,2268,2352,2401,2568,2636,2772,2872
28,0,46,281,378,461,470,918,1108,1108,1181,1486,1581,1676,1749,1870,1995,2199,2234,2269,2369,2488,2562,2667,2765,2869,2958
28,0,66,342,400,426,506,768,944,904,1016,1215,1334,1368,1493,1661,1802,1993,2064,2111,2207,2272,2344,2448,2536,2657,2768
28,0,71,236,388,389,440,640,809,790,871,1020,1136,1165,1258,1423,1543,1679,1761,1824,1921,2025,2063,2189,2271,2355,2463
28,0,71,287,383,428,471,760,927,879,1002,1160,1259,1327,1428,1543,1664,1828,1871,1943,2064,2197,2277,2639,2703,2828,2943
28,0,47,240,314,691,735,903,1078,1023,1143,1292,1383,1383,1507,1694,1869,1975,2050,2092,2183,2334,2351,2471,2572,2639,2759
28,0,75,304,400,435,480,736,862,808,953,1353,1469,1572,1678,1861,1952,2201,2238,2304,2400,2527,2569,2826,2926,3048,3201
29,0,124,208,305,458,523,640,788,857,995,1304,1377,1464,1589,3084,3176,3493,3624,3853,3984,4312,4462,4672,4792,5000,5122
29,0,85,190,291,424,520,627,736,783,896,1047,1160,1323,1448,1896,1992,2095,2298,2392,2514,2728,2828,2888,2988,3268,3392
29,0,122,237,332,437,509,620,725,752,828,996,1112,1189,1324,1733,1828,1924,2152,2858,2920,3039,3188,3252,3386,3517,3640
29,0,72,216,316,360,425,496,641,664,784,1048,1137,1256,1357,1995,2088,2184,2379,2488,2608,2707,2824,2896,2992,3112,3254
29,0,73,242,351,401,447,506,615,716,783,895,1015,1063,1183,1283,1380,1487,1658,1775,1871,1994,2111,2175,2295,2400,2511
29,0,99,303,399,424,495,567,663,751,871,1439,1561,1607,1760,2073,2162,2271,2441,2538,2610,2892,3007,3079,3175,3271,3367
29,0,31,127,255,263,343,412,561,1336,1408,1564,1683,1688,1823,2027,2098,2360,2526,2591,2712,2831,2967,3015,3120,3207,3334
29,0,72,170,289,304,384,454,616,1064,1196,1282,1400,1424,1544,2064,2185,2445,2609,2719,2824,2920,3052,3104,3212,3320,3416
30,0,72,216,290,376,448,713,789,832,904,1018,1094,1095,1184,1281,1357,1496,1594,1704,1776,1874,1950,2007,2064,2208,2304
30,0,70,214,286,382,478,764,839,878,953,1113,1167,1254,1330,1422,1504,1614,1687,1764,1845,1932,2014,2039,2110,2232,2302
30,0,73,168,264,360,424,717,785,832,904,1024,1096,1097,1185,1304,1383,1783,1849,1950,2064,2160,2233,2292,2382,2497,2565
30,0,64,184,256,386,425,752,824,849,945,1064,1141,1313,1345,1488,1584,1661,1728,1800,1879,1960,2032,2089,2152,2272,2377
30,0,72,168,266,354,426,664,739,761,841,960,1049,1050,1119,1208,1290,1424,1529,1549,1620,1686,1753,1776,1849,1976,2041
30,0,83,192,263,376,426,641,712,760,832,921,1034,1060,1137,1208,1298,1777,1872,2018,2136,2368,2468,2560,2632,2753,2854
30,0,77,184,280,429,498,851,944,1002,1069,1184,1251,1936,2031,2415,2511,2583,2689,3465,3551,3730,3815,3962,4034,4143,4215
30,0,47,166,219,358,406,654,696,758,856,1058,1142,1256,1326,1520,1650,1734,1806,2038,2136,2359,2425,2657,2728,2852,2942
31,0,72,218,290,432,518,626,736,722,786,958,1024,1050,1159,1664,1712,2090,2186,2304,2376,2632,2753,2853,2947,3123,3209
31,0,48,255,348,347,376,519,615,737,810,971,1058,1059,1136,1471,1546,1737,1848,2017,2159,2472,2592,2607,2736,2872,2968
31,0,45,427,473,445,517,734,805,775,869,1069,1160,1205,1301,1917,2013,2109,2205,2403,2437,2959,3054,3077,3149,3345,3416
31,0,39,315,389,316,390,569,687,655,711,871,973,974,1055,1284,1333,1511,1607,1775,1847,3236,3296,3465,3511,3655,3733
31,0,25,336,417,382,453,592,689,664,762,904,982,1000,1073,1602,1664,2425,2560,3280,3361,3800,3889,3850,3970,4104,4183
31,0,81,318,395,393,432,593,675,629,724,856,928,976,1050,1424,1501,1736,1817,2185,2285,2920,3016,5128,5199,5416,5513
31,0,60,267,366,312,408,582,677,658,730,880,979,981,1072,1336,1416,1550,1640,1861,1914,2136,2232,2269,2340,2618,2712
31,0,66,211,283,258,330,548,668,611,711,899,961,963,1044,1279,1346,1514,1586,1826,1898,2250,2372,2347,2489,2684,2775
32,0,60,201,268,326,391,532,604,728,748,764,836,1004,1076,1268,1412,1527,1572,1644,1791,1980,2060,2170,2236,2501,2572
32,0,71,191,270,320,407,496,584,620,721,736,824,994,1051,1136,1231,1286,1328,1380,1471,1496,1545,1899,1967,2025,2087
32,0,82,150,223,244,340,484,567,621,692,741,811,970,1036,1178,1244,1356,1444,1453,1573,1573,1644,1813,1864,1976,2068
32,0,72,168,244,289,392,521,556,621,721,788,832,1052,1151,1232,1307,1423,1475,1520,1616,1736,1794,2195,2232,2340,2400
32,0,73,198,235,285,370,520,568,640,716,785,856,1003,1161,1163,1256,1332,1400,1453,1553,1560,1634,1776,1856,1928,2001
32,0,72,196,270,315,417,544,616,694,761,808,881,1030,1118,1201,1280,1414,1448,1529,1636,1736,1815,1969,2040,2185,2265
32,0,64,152,224,303,368,547,568,656,744,754,839,968,1032,1175,1271,1344,1399,1480,1584,1506,1584,2632,2699,2815,2918
32,0,71,215,287,311,388,519,596,670,773,797,846,975,1071,1136,1236,1335,1435,1447,1544,1544,1615,1905,1968,2048,2112
33,0,63,201,259,359,457,590,659,700,762,896,1025,1026,1067,1511,1592,1598,1655,1773,1868,1892,1959,2028,2126,2244,2340
33,0,4,4,4,15,117,280,303,345,391,546,614,631,737,824,919,919,992,1085,1187,1199,1319,1346,1447,1560,1685
33,0,70,193,262,408,457,614,693,758,830,958,1078,1302,1400,2279,2408,2445,2525,2606,2701,2702,2779,2894,3015,3236,3341
33,0,0,6,72,188,255,399,477,523,593,711,807,808,887,991,1087,1091,1196,1255,1354,1410,1471,1495,1587,1703,1823
33,0,1,1,1,1,2,86,159,253,349,589,686,780,859,1225,1294,1389,1461,1582,1701,2389,2461,2517,2637,2717,2819
33,0,65,209,307,377,465,585,664,734,777,921,1022,1065,1136,1321,1369,1398,1500,1575,1728,1729,1776,1817,1912,2072,2152
33,0,1,1,1,23,110,230,316,351,398,548,624,625,710,798,901,918,990,1066,1182,1159,1255,1326,1398,1541,1678
33,0,1,1,1,2,2,2,52,132,174,299,388,388,470,572,668,702,770,836,967,968,1051,1079,1149,1284,1387
34,0,94,190,313,262,432,433,617,542,695,782,910,915,1077,1049,1145,1215,1376,1326,1477,1546,1783,1956,2112,2062,2230
34,0,94,216,355,356,499,614,779,780,899,1068,1178,1347,1495,1473,1563,1688,1803,1756,1899,1950,2161,2163,2299,2227,2395
34,0,119,263,424,424,557,557,735,665,783,940,1076,1125,1276,1239,1329,1423,1632,1546,1689,2047,2232,2305,2495,2425,2592
34,0,129,264,422,381,544,544,760,664,807,1380,1520,1568,1735,1723,1820,1872,2063,2018,2145,2361,2518,2607,2755,2696,2871
34,0,126,278,398,425,576,596,765,846,971,1145,1237,1238,1387,1387,1470,1672,1833,1778,1918,2270,2444,2515,2680,2666,2816
34,0,90,215,365,317,501,543,749,1221,1364,1510,1657,1693,1861,1812,1910,2021,2175,2129,2285,2524,2678,2861,3056,3020,3198
34,0,124,289,473,473,633,737,929,952,1121,1238,1383,1430,1593,1664,1784,1952,2136,2160,2283,2497,2663,2800,2945,3089,3224
34,0,140,296,452,452,589,804,997,1093,1234,1373,1527,1573,1760,1797,1877,2060,2267,2278,2396,2524,2652,2784,2916,3054,3194
35,0,96,456,530,1304,1472,1920,2040,2613,2619,3730,3853,4224,4320,4891,4986,5385,5529,5672,5792,6032,6169,7456,7552,8091,8168
35,0,96,497,567,736,832,2104,2207,2636,2639,3015,3165,3703,3815,3984,4101,4479,4626,5398,5527,5903,6095,6567,6663,8039,8135
35,0,100,322,388,1231,1351,1656,1820,1952,2039,2359,2367,2838,2900,3103,3253,3920,4031,4127,4321,4359,4503,5216,5338,5527,5623
35,0,95,333,424,1426,1549,1835,1990,1964,2097,2361,2510,2847,2967,3533,3630,3909,4125,4163,4324,4497,4697,5101,5197,5405,5477
35,0,95,664,759,957,1050,1591,1759,2231,2328,2591,2679,3210,3327,3488,3559,3983,4179,4223,4411,4512,4654,4887,4982,5200,5318
35,0,96,246,336,463,554,1049,1218,1856,1979,2147,2232,2582,2688,2824,2948,3256,3427,3680,3800,3994,4136,4321,4416,4966,5060
35,0,124,1111,1231,1399,1495,1847,1992,2161,2281,2465,2607,3175,3295,3440,3535,3799,3960,4031,4175,4326,4415,4503,4630,4863,4987
35,0,71,214,310,499,574,854,1046,983,1101,1338,1422,2301,2452,2750,2869,3110,3332,3436,3533,3630,3816,4174,4298,4461,4581
36,0,47,231,303,548,615,945,1014,1183,1255,1447,1519,1655,1735,2000,2086,2169,2274,2343,2438,2511,2567,2776,2832,3469,3568
36,0,50,306,382,1324,1396,2253,2292,2436,2511,2682,2756,2846,2945,3081,3148,3245,3316,3795,3860,4010,4100,4220,4292,4500,4548
36,0,49,263,334,503,583,840,902,1048,1151,1328,1383,1494,1590,1758,1841,1984,2052,2159,2287,2303,2384,2583,2638,3201,3220
36,0,1,163,233,465,537,1033,1105,1249,1345,1513,1572,1673,1769,1890,1964,2081,2159,2297,2395,2482,2530,2673,2769,2991,3033
36,0,38,221,299,485,535,837,909,1053,1149,1412,1477,1600,1698,1885,1967,2086,2155,2309,2434,2477,2572,2734,2834,3100,3140
36,0,77,231,281,544,568,783,831,967,1087,1255,1356,1516,1560,1895,1967,2113,2183,2320,2441,2463,2544,2680,2757,2983,3103
36,0,47,240,311,507,575,1024,1105,1222,1311,1472,1544,1672,1759,1874,1932,2078,2112,2207,2332,2375,2447,2571,2639,2824,2919
36,0,36,197,269,454,530,990,1076,1241,1332,1501,1572,1692,1765,1900,1972,2140,2225,2333,2452,2492,2566,2685,2804,3069,3164
37,0,80,245,312,520,571,907,1023,1136,1208,1352,1447,1616,1711,1811,1872,2040,2112,2307,2407,2607,2704,2775,2872,3039,3111
37,0,87,316,368,565,636,832,918,1935,2007,2246,2319,2742,2865,3070,3142,3360,3462,3670,3742,4046,4118,4263,4335,4496,4566
37,0,70,297,362,542,614,710,782,908,994,1331,1374,1518,1636,1998,2087,2302,2381,2660,2750,3094,3182,3297,3375,3510,3582
37,0,3,3,4,156,249,409,482,577,682,1001,1097,1217,1313,1431,1505,1689,1760,2265,2337,2665,2737,2882,2963,3157,3209
37,0,66,258,330,783,852,984,1051,1234,1314,4345,4434,4560,4650,4794,4866,5087,5146,5386,5463,5714,5814,5914,6002,6146,6218
37,0,96,304,384,568,641,4823,4890,5191,5263,6239,6377,6497,6624,7039,7136,7377,7471,7663,7753,8006,8063,8189,8259,8422,8487
37,0,94,291,391,567,640,927,1044,1327,1398,1850,1918,2088,2190,2326,2374,2558,2630,2894,2988,3270,3367,3492,3558,3734,3775
37,0,0,384,456,624,696,836,906,1024,1101,1687,1759,2204,2283,3040,3111,3304,3375,3559,3636,3824,3919,4015,4087,4223,4304
38,0,68,302,356,2481,2535,2915,2983,3287,3343,3801,3839,3935,4007,4263,4335,4575,4648,5239,5311,5543,5619,5971,6001,6135,6213
38,0,79,240,313,526,594,832,928,1193,1257,2136,2207,2289,2375,2800,2858,3105,3135,3444,3512,3912,4053,4689,4743,4890,4964
38,0,77,237,330,518,593,941,1036,1277,1331,2013,2085,2156,2245,2963,3005,3269,3317,3631,3700,3998,4062,4333,4417,4830,4901
38,0,11,127,193,360,432,762,813,1141,1192,1461,1561,1592,1692,2168,2169,2397,2445,3259,3325,3629,3701,3993,4076,4438,4540
38,0,0,69,140,404,458,828,972,1133,1214,1790,1828,1958,2027,2372,2443,2696,2758,3108,3158,3469,3539,4036,4107,4677,4758
38,0,87,292,336,524,601,922,967,1454,1496,1689,1736,1872,1968,2238,2287,2560,2632,2954,3018,3387,3440,3704,3754,3960,4060
38,0,71,389,425,638,694,968,1039,1405,1459,1752,1843,1926,1993,2271,2319,2590,2638,2935,2989,3271,3343,3671,3743,3912,3989
38,0,72,648,726,1528,1626,1976,2062,3067,3131,3304,3376,3540,3622,4205,4257,4536,4593,4890,4936,5490,5535,6289,6338,6560,6599
39,0,67,179,251,371,467,635,707,707,798,915,986,1064,1132,1232,1360,1419,1466,1483,1564,1675,1735,1772,1884,1964,2066
39,0,101,214,239,388,465,659,686,741,797,933,999,1046,1118,1206,1278,1393,1435,1487,1518,2232,2295,2331,2398,2519,2601
39,0,53,168,240,408,485,622,664,713,792,886,1000,1025,1072,1169,1240,1353,1400,1457,1496,1688,1760,1786,1856,1986,2088
39,0,67,183,269,400,497,651,700,754,832,996,1034,1106,1178,1331,1407,1471,1514,1538,1609,1770,1818,1938,2039,2133,2250
39,0,82,198,270,404,472,667,701,767,838,1091,1165,1259,1329,1645,1679,1878,1937,1965,2016,2089,2167,2208,2288,2398,2507
39,0,68,186,242,371,442,611,667,707,778,901,1020,1082,1132,1370,1418,1576,1588,1617,1700,1776,1818,1868,1938,2068,2163
39,0,52,185,228,426,427,612,660,717,781,892,982,1036,1113,1355,1420,1513,1560,1580,1652,1748,1796,1844,1953,2045,2132
39,0,105,163,244,376,429,641,695,736,808,934,996,1081,1114,1364,1426,1562,1608,1633,1711,1800,1848,1888,2004,2077,2136
40,0,61,201,227,325,396,558,633,633,775,841,893,916,963,1093,1237,1237,1243,1339,1428,1508,1579,1627,1724,1843,1925
40,0,67,113,185,273,345,585,633,687,755,869,931,963,1041,1131,1228,1249,1327,1398,1487,1632,1729,1817,1889,2033,2105
40,0,121,209,312,400,472,762,832,944,1016,1163,1232,1367,1384,1534,1631,1680,1763,1872,1995,2184,2263,2272,2369,2494,2591
40,0,71,166,237,631,688,912,976,977,1045,1194,1294,1998,2069,2277,2373,2493,2565,2613,2695,2749,2827,3229,3302,3437,3491
40,0,120,219,256,358,424,664,760,896,1019,1154,1237,1320,1360,1498,1592,1750,1783,1920,2019,2488,2656,2584,2761,3056,3128
40,0,74,115,210,306,378,450,572,756,850,1044,1066,1165,1283,1378,1450,1514,1596,1634,1708,1802,1850,1997,2096,2202,2331
40,0,48,129,201,283,369,502,585,729,824,983,1013,1116,1182,1346,1426,1481,1583,1686,1747,1915,2002,2123,2198,2294,2360
40,0,71,142,214,310,406,479,606,712,819,970,1046,1203,1238,1397,1433,1502,1601,1644,1710,1806,1899,1933,2015,2159,2238
41,0,63,150,260,365,436,627,722,741,836,958,1058,1165,1236,1336,1428,1507,1572,1645,1740,1765,1869,1929,2022,2170,2260
41,0,41,179,232,374,440,609,693,704,805,1009,1106,1163,1249,1330,1420,1494,1560,1605,1704,1727,1794,1840,1937,2059,2131
41,0,3,87,118,229,325,565,661,687,793,893,965,1031,1118,1172,1253,1301,1375,1421,1544,1545,1625,1684,1773,1894,2026
41,0,70,206,251,371,446,634,677,740,820,955,1035,1069,1155,1171,1269,1384,1387,1468,1555,1613,1675,1734,1819,1955,2051
41,0,51,160,242,429,468,647,719,778,849,947,1074,1077,1184,1249,1353,1378,1478,1517,1632,1680,1753,1815,1913,2016,2112
41,0,86,185,282,400,471,663,712,751,871,967,1063,1102,1185,1303,1400,1450,1488,1559,1704,1704,1751,1823,1950,2087,2184
41,0,71,202,279,400,471,712,783,832,961,1040,1161,1161,1279,1349,1437,1471,1538,1775,1897,2025,2066,2068,2162,2761,2871
41,0,85,188,268,387,457,619,688,728,821,897,1033,1033,1093,1137,1232,1265,1328,1400,1520,1521,1621,1657,1787,1920,2033
42,0,90,208,289,401,472,759,776,944,1022,1136,1229,1421,1514,1728,1800,1992,2064,2258,2321,2560,2632,2840,2927,3058,3128
42,0,67,187,264,372,449,587,664,865,931,1043,1107,1237,1347,1399,1523,1665,1750,1899,1997,2203,2275,2574,2603,2747,2819
42,0,82,184,232,361,428,611,615,761,831,969,1015,1112,1233,1348,1399,1580,1632,1800,1874,2108,2160,2295,2368,2493,2560
42,0,1,1,55,188,235,403,475,612,696,827,904,972,1092,1142,1223,1372,1443,1663,1688,1875,1956,2088,2203,2275,2357
42,0,0,1,1,1,33,106,177,326,394,513,596,627,746,794,865,1040,1105,1257,1341,1529,1606,1748,1841,1989,2062
42,0,33,156,273,320,406,503,550,694,785,887,987,998,1151,1190,1261,1424,1486,1638,1719,1819,1901,2023,2134,2190,2318
42,0,1,1,1,62,139,227,306,462,504,657,725,825,912,936,1011,1160,1289,1309,1360,1409,1489,1576,1657,1760,1889
42,0,71,199,255,388,451,591,639,789,856,967,1039,1087,1218,1234,1303,1452,1519,1721,1794,1858,1920,2019,2087,2183,2284
43,0,73,196,312,336,460,672,760,833,929,1061,1144,1192,1296,1434,1528,1592,1703,1795,1880,1976,2072,2232,2304,2452,2549
43,0,70,213,285,325,448,613,755,782,904,1014,1085,1207,1277,1446,1517,1638,1709,1805,1905,2013,2109,2326,2405,2486,2558
43,0,93,216,309,389,503,733,829,926,1063,1165,1255,1301,1446,1758,1854,1922,2037,2122,2205,2301,2398,2682,2725,2798,2893
43,0,100,179,275,354,466,691,755,939,1041,1203,1300,1454,1545,1771,1866,1940,2061,2106,2202,2315,2409,2506,2602,2747,2842
43,0,100,192,291,338,457,641,712,809,939,1024,1122,1188,1288,1497,1600,1664,1791,1832,1928,2777,2872,3092,3160,3234,3328
43,0,97,221,316,455,525,736,855,965,1048,1136,1266,1328,1472,1616,1735,1799,1899,1968,2081,2185,2279,2448,2546,2680,2781
43,0,100,192,317,384,512,688,785,858,980,1078,1200,1256,1376,1880,1992,2160,2289,2328,2448,2568,2721,2800,2907,3079,3144
43,0,108,201,297,365,551,765,864,966,1032,1173,1278,1437,1570,2501,2601,2717,2813,2857,2950,3078,3141,3213,3309,3453,3549
44,0,101,277,417,493,566,849,877,1096,1133,1338,1349,1542,1605,1827,1929,2015,2137,2366,2396,3804,3885,3909,3980,4101,4197
44,0,88,257,337,449,520,752,851,944,1016,1136,1208,1305,1400,1567,1632,1732,1842,1929,2001,2176,2248,2332,2401,2489,2609
44,0,84,260,333,445,516,677,732,828,845,966,1063,1132,1204,1569,1653,1749,1845,1941,2045,2909,3004,3032,3100,3220,3350
44,0,0,126,197,293,454,533,614,693,765,861,933,1053,1163,1525,1580,1649,1749,2285,2382,2503,2597,2670,2757,2853,2985
44,0,130,261,329,429,542,692,760,922,992,1089,1192,1281,1330,1572,1593,1667,1762,1874,1897,1992,2064,2113,2194,2276,2369
44,0,103,265,304,402,494,678,726,828,870,991,1104,1158,1230,1402,1463,1559,1653,1703,1774,1853,1949,1990,2099,2175,2279
44,0,55,199,279,455,527,719,799,915,964,1079,1185,1239,1311,1409,1479,1579,1629,1695,1795,1831,1922,1951,2058,2119,2258
44,0,56,217,298,436,537,700,769,809,890,1010,1073,1202,1250,1590,1617,1674,1736,1808,1881,1977,2119,2119,2144,2232,2331
45,0,71,184,279,351,423,570,615,783,831,992,1039,1183,1279,1351,1423,1583,1655,1897,1967,2136,2183,2272,2343,2512,2583
45,0,73,208,304,376,450,520,617,736,815,993,1040,1088,1185,1256,1304,1448,1520,1680,1728,1896,1944,2064,2136,2320,2392
45,0,72,208,304,376,448,544,616,776,823,992,1064,1088,1183,1256,1303,1440,1512,1680,1751,1897,1944,2040,2111,2248,2343
45,0,1,112,208,272,320,442,512,656,728,873,920,984,1080,1128,1200,1344,1416,1560,1624,1768,1840,1960,2020,2154,2248
45,0,72,217,312,376,448,736,808,952,1000,1160,1208,1286,1375,1471,1520,1680,1775,2208,2256,2489,2535,2659,2704,2872,2967
45,0,96,223,336,385,456,593,640,808,856,1024,1072,1448,1544,1616,1664,1858,1904,2090,2184,2400,2472,2592,2640,2828,2944
45,0,71,192,287,359,431,616,687,831,903,1024,1095,1144,1231,1280,1351,1519,1591,1735,1809,1968,2039,2135,2209,2376,2447
45,0,72,192,288,384,480,576,649,784,832,1000,1052,1072,1192,1241,1312,1449,1520,1689,1760,1908,1982,2088,2136,2328,2400
46,0,85,250,318,451,496,594,650,819,880,1048,1118,1218,1256,1589,1616,1800,1882,2064,2136,2232,2324,2416,2466,2586,2656
46,0,70,252,297,398,470,675,710,932,975,1134,1182,1333,1398,1576,1638,1774,1870,3510,3582,3774,3829,3959,4006,4196,4226
46,0,0,1,1,1,2,182,264,466,518,678,738,846,908,1814,1829,2037,2078,2271,2328,2510,2582,2798,2862,3310,3364
46,0,48,209,256,403,477,637,688,878,919,1141,1209,1328,1375,3771,3841,4059,4104,4204,4247,4391,4436,4567,4575,4719,4774
46,0,78,250,315,448,528,748,813,914,981,1088,1159,1352,1423,1920,1982,2149,2212,2978,3045,3278,3345,3463,3511,3660,3727
46,0,36,204,276,413,484,772,844,1349,1412,1558,1604,1790,1867,2456,2502,2726,2764,2909,2958,3123,3203,3332,3389,3596,3668
46,0,74,543,621,790,840,1071,1154,1219,1283,1399,1497,1526,1591,1831,1903,1993,2089,2290,2356,2497,2548,2658,2688,2823,2897
46,0,55,251,302,495,567,710,782,1017,1039,1206,1312,1432,1479,1846,1918,2112,2178,2318,2366,2582,2673,2798,2846,3305,3345
47,0,41,168,235,353,401,569,642,681,777,900,969,1000,1042,1137,1233,1265,1333,1369,1471,1472,1513,1633,1705,1832,1924
47,0,58,171,225,339,396,1426,1474,1525,1595,1738,1843,2525,2595,2660,2762,2802,2859,2888,2970,2995,3042,3125,3188,3306,3402
47,0,52,168,216,354,387,544,592,664,779,866,937,952,1031,1088,1215,1232,1305,1352,1452,1453,1496,1592,1688,1835,1897
47,0,23,489,551,687,759,1328,1329,1413,1478,1559,1655,1655,1704,1799,1984,1984,1991,2015,2114,2115,2158,2247,2318,2442,2598
47,0,48,216,268,393,463,603,663,694,783,915,1003,951,1028,1128,1226,1231,1303,1365,1447,1431,1495,1594,1698,1763,1863
47,0,49,185,229,350,397,565,617,662,733,853,948,968,1037,1325,1452,1473,1518,1586,1664,1665,1708,1797,1893,2013,2085
47,0,38,161,230,326,402,561,606,661,765,846,969,1003,1015,1102,1230,1246,1332,1366,1438,1438,1572,1613,1678,1796,1891
47,0,30,140,216,309,380,541,596,636,709,828,927,877,955,1060,1157,1181,1229,1300,1396,1373,1444,1569,1636,1773,1844
48,0,75,207,280,424,495,663,806,775,872,1188,1255,1303,1375,1603,1607,1800,1901,2023,2087,2352,2511,2463,2588,2728,2824
48,0,72,328,425,521,592,762,901,860,947,1112,1187,1208,1287,1473,1621,1753,1855,1969,2040,2263,2392,2392,2465,2656,2728
48,0,50,219,289,415,455,671,759,855,903,1191,1263,1317,1387,1691,1761,1928,1999,2122,2183,2502,2567,2779,2807,2969,3063
48,0,41,209,306,400,465,563,735,662,757,1066,1149,1217,1249,1442,1514,1662,1778,1865,1965,2109,2274,2229,2297,2481,2538
48,0,80,216,297,408,462,597,736,800,861,1031,1072,1200,1201,1599,1666,1832,1931,2016,2135,2232,2331,2400,2535,2616,2680
48,0,49,219,303,433,504,580,736,688,808,953,1024,1080,1151,1267,1336,1496,1594,1695,1807,1885,2016,2121,2184,2353,2403
48,0,57,197,298,387,471,624,788,725,883,1056,1140,1214,1260,1356,1406,1557,1668,1781,1861,1996,2164,2140,2260,2461,2476
48,0,71,220,318,414,479,591,787,688,855,999,1071,1119,1203,1386,1448,1617,1719,1856,1928,2063,2207,2186,2306,2449,2525
49,0,110,68,182,278,350,542,614,638,711,902,918,942,1040,1087,1162,1231,1302,1348,1430,1438,1534,1665,1731,1905,1966
49,0,98,82,137,213,282,449,596,520,649,760,849,890,958,1016,1133,1163,1232,1400,1448,1752,1825,1875,1948,2090,2184
49,0,1,1,2,24,121,328,411,414,504,664,749,856,928,1168,1268,1316,1385,1430,1520,1568,1650,1688,1785,1911,2000
49,0,1,0,1,1,76,241,348,354,444,562,658,876,946,1090,1162,1206,1306,1346,1475,1486,1562,1649,1786,1883,1962
49,0,1,1,1,1,56,224,312,320,392,510,608,624,696,792,868,941,1041,1312,1408,1554,1576,1600,1696,1841,1952
49,0,4,3,4,82,171,325,411,386,482,841,939,978,1074,1218,1289,1410,1481,1535,1667,1668,1713,1810,1905,2050,2146
49,0,112,111,168,186,282,450,546,530,626,734,802,840,932,1021,1101,1164,1234,1251,1377,1377,1442,1830,1946,2199,2230
49,0,1,1,59,91,190,397,529,530,588,721,782,797,897,963,1060,1083,1192,1227,1299,1330,1419,1444,1592,1651,1747
50,0,67,184,238,376,432,452,526,640,725,832,903,968,1040,1094,1165,1280,1329,1448,1552,1608,1703,1801,1871,1998,2098
50,0,44,180,267,348,438,468,565,661,734,844,916,1012,1108,1166,1231,1373,1420,1534,1609,1736,1811,1899,1966,2084,2181
50,0,41,181,235,345,417,489,563,657,736,849,950,1035,1105,1155,1231,1345,1417,1537,1617,1721,1806,1937,2016,2204,2273
50,0,65,200,230,366,431,493,601,676,763,868,940,1022,1108,1132,1226,1370,1390,1509,1623,1704,1774,1897,1964,2100,2172
50,0,79,216,287,401,480,519,622,698,759,879,951,991,1087,1087,1192,1281,1351,1448,1546,1615,1687,1823,1881,2015,2087
50,0,43,163,235,370,430,499,571,683,762,882,948,1132,1211,1283,1360,1661,1732,1857,1923,2032,2093,2180,2237,2347,2443
